,category_code,status,founded_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,lat,lng
8313,ecommerce,1,2003,USA,5.0,125371133.0,2.0,6.0,30.267153000000004,-97.7430608
8315,web,1,2010,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
8321,software,1,2007,USA,5.0,125371133.0,1.0,2.0,37.7749295,-122.4194155
8322,ecommerce,1,2011,USA,5.0,125371133.0,1.0,1.0,25.72149,-80.2683838
8323,other,1,1998,USA,5.0,125371133.0,1.0,4.0,32.715738,-117.1610838
8326,games_video,1,2011,other,5.0,125371133.0,1.0,2.0,59.4369608,24.7535747
8329,consulting,1,1998,USA,5.0,125371133.0,1.0,2.0,33.4483771,-112.07403729999999
8338,software,1,2007,USA,5.0,125371133.0,1.0,2.0,34.8526176,-82.3940104
8344,consulting,1,2004,DEU,5.0,125371133.0,1.0,1.0,51.339695500000005,12.373074699999998
8354,web,1,2009,USA,5.0,125371133.0,1.0,2.0,43.16103,-77.61092190000001
8356,consulting,1,2003,USA,5.0,125371133.0,1.0,1.0,34.274646000000004,-119.22903159999998
8360,other,1,2011,AUS,5.0,125371133.0,1.0,1.0,-33.89013,151.17988
8367,other,1,2008,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
8378,ecommerce,1,2003,USA,5.0,125371133.0,1.0,1.0,40.755656099999996,-73.5876273
8396,consulting,1,2000,GBR,5.0,125371133.0,1.0,6.0,51.5073509,-0.12775830000000002
8402,software,1,1992,USA,5.0,125371133.0,3.0,9.0,37.7749295,-122.4194155
8405,games_video,1,2006,ESP,5.0,125371133.0,2.0,2.0,41.3850639,2.1734035
8417,software,1,1978,other,5.0,125371133.0,1.0,3.0,51.253775,-85.32321400000001
8418,advertising,1,2010,USA,5.0,125371133.0,1.0,1.0,36.169941200000004,-115.13982959999998
8421,mobile,1,2002,CAN,5.0,125371133.0,1.0,6.0,45.42152960000001,-75.69719309999999
8424,network_hosting,1,2007,USA,5.0,125371133.0,1.0,2.0,39.9829946,-104.8003438
8425,software,1,2010,USA,5.0,125371133.0,1.0,2.0,45.523062200000005,-122.6764815
8436,software,2,2009,USA,5.0,125371133.0,1.0,4.0,40.7127753,-74.0059728
8440,other,1,1991,USA,5.0,125371133.0,1.0,1.0,39.9205411,-105.0866504
8441,web,1,2011,USA,5.0,125371133.0,1.0,2.0,37.7749295,-122.4194155
8445,software,1,1999,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
8453,software,1,2010,USA,5.0,125371133.0,1.0,1.0,37.678074200000005,-97.23923590000001
8458,software,1,2001,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
8459,other,1,1992,USA,5.0,125371133.0,1.0,1.0,48.1919889,-114.31681299999998
8463,mobile,1,2008,CAN,5.0,125371133.0,1.0,3.0,49.282729100000005,-123.1207375
8464,web,1,2010,other,5.0,125371133.0,1.0,5.0,55.755826,37.6172999
8473,games_video,1,2007,IND,5.0,125371133.0,1.0,5.0,12.9715987,77.5945627
8476,other,1,2004,IND,5.0,125371133.0,1.0,2.0,22.307158800000003,73.1812187
8477,web,1,2010,other,5.0,125371133.0,1.0,2.0,22.543096,114.05786499999999
8478,other,1,2011,AUS,5.0,125371133.0,1.0,3.0,-37.813627600000004,144.96305759999998
8479,ecommerce,1,2003,DEU,5.0,125371133.0,1.0,4.0,52.5200066,13.404954
8481,software,1,2008,other,5.0,125371133.0,1.0,3.0,42.69770820000001,23.3218675
8482,software,1,1996,other,5.0,125371133.0,1.0,1.0,43.769560399999996,11.2558136
8486,mobile,1,2005,other,5.0,125371133.0,1.0,1.0,-25.7478676,28.2292712
8498,advertising,1,2011,USA,5.0,125371133.0,1.0,2.0,25.8195424,-80.3553302
8500,ecommerce,1,2011,USA,5.0,125371133.0,1.0,1.0,33.158093300000004,-117.3505939
8502,web,1,2006,GBR,5.0,125371133.0,1.0,1.0,51.484350899999995,-3.5788699999999998
8508,software,1,2010,USA,5.0,125371133.0,1.0,2.0,52.2296756,21.012228699999998
8509,advertising,1,1993,USA,5.0,125371133.0,1.0,2.0,33.8302961,-116.54529209999998
8511,other,1,2010,ISR,5.0,125371133.0,1.0,3.0,32.0852999,34.7817676
8512,web,1,2011,NLD,5.0,125371133.0,2.0,2.0,52.3702157,4.895167900000001
8514,games_video,1,2011,USA,5.0,125371133.0,1.0,1.0,39.9606643,-75.6054882
8517,advertising,1,2011,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
8521,web,1,2001,USA,5.0,125371133.0,1.0,1.0,34.01945429999999,-118.4911912
8522,ecommerce,1,2010,AUS,5.0,125371133.0,1.0,2.0,-37.813627600000004,144.96305759999998
8527,web,1,1998,USA,5.0,125371133.0,1.0,2.0,43.5445959,-96.73110340000001
8529,advertising,1,2003,USA,5.0,125371133.0,1.0,1.0,40.521893,-111.9391023
8533,software,1,1981,USA,5.0,125371133.0,1.0,9.0,45.3565074,-122.840098
8543,enterprise,1,2007,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
8549,ecommerce,1,2008,other,5.0,125371133.0,3.0,10.0,22.396428,114.10949699999999
8553,software,2,2009,other,5.0,125371133.0,2.0,2.0,46.5196535,6.6322734
8566,education,1,2007,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
8568,software,1,2001,GBR,5.0,125371133.0,1.0,1.0,51.5557739,-1.7797176
8571,ecommerce,1,2011,USA,5.0,125371133.0,1.0,10.0,37.7749295,-122.4194155
8572,other,1,2011,other,5.0,125371133.0,3.0,2.0,59.913868799999996,10.7522454
8578,network_hosting,1,1998,USA,5.0,125371133.0,1.0,1.0,47.6587802,-117.42604650000001
8580,consulting,1,2005,USA,5.0,125371133.0,1.0,1.0,38.252664700000004,-85.7584557
8595,web,1,2011,FRA,5.0,125371133.0,2.0,3.0,48.856614,2.3522218999999995
8596,software,1,2008,other,5.0,125371133.0,1.0,1.0,25.0169826,121.4627868
8602,software,1,2007,CAN,5.0,125371133.0,2.0,6.0,43.653226000000004,-79.3831843
8606,web,1,2011,FRA,5.0,125371133.0,1.0,3.0,48.771896000000005,2.2707479999999998
8607,software,1,2011,other,5.0,125371133.0,1.0,1.0,45.815010799999996,15.981918900000002
8613,consulting,1,2008,other,5.0,125371133.0,1.0,1.0,41.0082376,28.978358899999996
8616,web,1,2011,IND,5.0,125371133.0,1.0,1.0,12.9715987,77.5945627
8617,web,1,2011,USA,5.0,125371133.0,2.0,4.0,34.0522342,-118.24368490000002
8619,software,1,2011,USA,5.0,125371133.0,1.0,1.0,52.205337,0.12181700000000001
8628,games_video,1,1999,CAN,5.0,125371133.0,1.0,1.0,51.0486151,-114.07084590000001
8637,web,1,2011,IND,5.0,125371133.0,1.0,2.0,19.0759837,72.87765590000001
8639,software,1,2010,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
8640,web,1,2009,other,5.0,125371133.0,1.0,1.0,18.7060641,98.98171629999999
8661,hardware,1,2011,CAN,5.0,125371133.0,1.0,1.0,45.42152960000001,-75.69719309999999
8667,mobile,1,2009,GBR,5.0,125371133.0,1.0,2.0,52.205337,0.12181700000000001
8675,software,1,2009,USA,5.0,125371133.0,1.0,1.0,45.523062200000005,-122.6764815
8676,education,1,2011,USA,5.0,125371133.0,2.0,1.0,37.7749295,-122.4194155
8679,ecommerce,1,2010,USA,5.0,125371133.0,2.0,2.0,32.715738,-117.1610838
8689,other,1,2008,USA,5.0,125371133.0,2.0,1.0,47.6739881,-122.12151200000001
8690,web,1,2008,USA,5.0,125371133.0,1.0,3.0,33.6412156,-117.91882209999999
8706,search,1,2010,IND,5.0,125371133.0,2.0,1.0,19.0330488,73.0296625
8710,enterprise,1,1978,USA,5.0,125371133.0,3.0,2.0,29.7604267,-95.36980279999999
8712,other,1,2010,GBR,5.0,125371133.0,1.0,7.0,51.5073509,-0.12775830000000002
8719,software,1,1994,USA,5.0,125371133.0,1.0,5.0,40.0149856,-105.2705456
8724,web,1,2010,USA,5.0,125371133.0,1.0,2.0,40.564978100000005,-111.8389726
8726,education,1,2002,USA,5.0,125371133.0,1.0,3.0,32.6081874,-86.3958071
8735,network_hosting,1,2011,USA,5.0,125371133.0,1.0,1.0,39.9611755,-82.9987942
8740,public_relations,1,2005,CAN,5.0,125371133.0,2.0,3.0,42.492785999999995,-92.3425775
8744,other,1,2008,USA,5.0,125371133.0,1.0,3.0,41.266026700000005,-96.1266614
8755,web,1,2003,USA,5.0,125371133.0,2.0,2.0,37.354107899999995,-121.9552356
8759,ecommerce,1,2003,IND,5.0,125371133.0,1.0,2.0,28.6139391,77.20902120000001
8761,web,1,2011,USA,5.0,125371133.0,1.0,1.0,34.0522342,-118.24368490000002
8762,web,1,2011,USA,5.0,125371133.0,1.0,3.0,34.0522342,-118.24368490000002
8768,consulting,1,2009,other,5.0,125371133.0,1.0,1.0,39.9041999,116.4073963
8769,web,1,2011,USA,5.0,125371133.0,1.0,14.0,37.441883399999995,-122.14301950000001
8779,web,1,2011,USA,5.0,125371133.0,1.0,1.0,39.9525839,-75.1652215
8780,software,1,2010,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
8785,software,1,1993,USA,5.0,125371133.0,1.0,5.0,37.7749295,-122.4194155
8797,software,1,2010,USA,5.0,125371133.0,2.0,3.0,37.7749295,-122.4194155
8798,web,1,2011,USA,5.0,125371133.0,1.0,1.0,39.9525839,-75.1652215
8805,web,1,2011,USA,5.0,125371133.0,1.0,2.0,38.040583700000006,-84.50371640000002
8806,consulting,1,2006,USA,5.0,125371133.0,2.0,2.0,30.267153000000004,-97.7430608
8828,other,1,2008,other,5.0,125371133.0,1.0,1.0,31.230390399999997,121.4737021
8834,network_hosting,1,1997,ESP,5.0,125371133.0,1.0,2.0,40.53725120000001,-3.6372245000000003
8841,software,1,2012,USA,5.0,125371133.0,1.0,2.0,37.678074200000005,-97.23923590000001
8844,advertising,1,2010,GBR,5.0,125371133.0,1.0,10.0,51.078159899999996,-4.058338
8850,consulting,1,1983,USA,5.0,125371133.0,1.0,5.0,42.473368799999996,-83.2218731
8851,web,1,1999,USA,5.0,125371133.0,1.0,4.0,33.9191799,-118.4164652
8853,software,1,1988,other,5.0,125371133.0,1.0,2.0,-34.901112700000006,-56.1645314
8859,software,1,2009,USA,5.0,125371133.0,1.0,1.0,29.7604267,-95.36980279999999
8864,other,1,1978,USA,5.0,125371133.0,1.0,103.0,33.7489954,-84.3879824
8867,mobile,1,2010,USA,5.0,125371133.0,1.0,6.0,33.4483771,-112.07403729999999
8869,other,1,2011,USA,5.0,125371133.0,1.0,2.0,37.3852183,-122.1141298
8875,software,1,2010,USA,5.0,125371133.0,1.0,1.0,32.715738,-117.1610838
8886,other,1,2003,USA,5.0,72800000.0,3.0,29.0,42.376485200000005,-71.2356113
8888,other,1,1978,USA,5.0,125371133.0,2.0,9.0,42.599813899999994,-71.3672838
8892,search,1,2005,GBR,5.0,125371133.0,3.0,5.0,51.5073509,-0.12775830000000002
8895,ecommerce,1,2009,other,5.0,125371133.0,1.0,1.0,51.0001519,3.3263821000000005
8918,public_relations,1,1996,DEU,5.0,125371133.0,1.0,2.0,50.078218400000004,8.239760799999999
8920,consulting,1,2009,USA,5.0,125371133.0,1.0,5.0,40.7127753,-74.0059728
8921,other,1,2011,USA,5.0,125371133.0,1.0,2.0,39.1156615,-77.5636015
8926,other,1,2010,USA,5.0,125371133.0,1.0,4.0,32.7766642,-96.7969879
8929,web,1,2010,GBR,5.0,125371133.0,1.0,1.0,52.486243,-1.8904009999999998
8930,software,1,2011,CAN,5.0,125371133.0,1.0,3.0,49.282729100000005,-123.1207375
8931,public_relations,1,2011,other,5.0,125371133.0,1.0,2.0,31.230390399999997,121.4737021
8933,advertising,1,2008,USA,5.0,125371133.0,1.0,11.0,45.523062200000005,-122.6764815
8938,education,1,2005,USA,5.0,125371133.0,1.0,4.0,52.205337,0.12181700000000001
8940,web,1,2010,NLD,5.0,125371133.0,1.0,1.0,51.7968546,4.4852016
8942,web,1,1962,USA,5.0,125371133.0,2.0,2.0,40.7127753,-74.0059728
8950,other,1,2009,USA,5.0,125371133.0,2.0,8.0,39.5062108,-77.6524907
8960,mobile,1,2004,FRA,5.0,125371133.0,1.0,2.0,48.856614,2.3522218999999995
8965,ecommerce,1,2004,CAN,5.0,125371133.0,1.0,1.0,28.805267399999998,-97.00359820000001
8966,consulting,1,2007,CAN,5.0,125371133.0,1.0,2.0,51.0486151,-114.07084590000001
8969,web,2,2007,FRA,5.0,125371133.0,1.0,3.0,48.856614,2.3522218999999995
8973,mobile,1,2011,USA,5.0,125371133.0,1.0,3.0,42.3317642,-71.1211635
8978,enterprise,1,2000,other,5.0,125371133.0,1.0,1.0,25.0329694,121.56541770000001
8987,games_video,1,1996,USA,5.0,125371133.0,1.0,1.0,47.373348299999996,-122.0369239
9004,software,1,2009,USA,5.0,125371133.0,1.0,3.0,46.7866719,-92.10048520000001
9008,education,1,2002,USA,5.0,125371133.0,1.0,11.0,34.8526176,-82.3940104
9010,software,1,2006,USA,5.0,125371133.0,1.0,1.0,34.0778713,-118.37632179999999
9012,advertising,1,1999,USA,4.0,52500000.0,2.0,16.0,25.72149,-80.2683838
9015,network_hosting,1,2011,USA,5.0,125371133.0,1.0,1.0,47.0378741,-122.9006951
9020,network_hosting,1,1974,USA,5.0,125371133.0,1.0,1.0,44.977753,-93.2650108
9023,software,1,2011,USA,5.0,125371133.0,2.0,2.0,40.7127753,-74.0059728
9024,other,1,2008,USA,5.0,125371133.0,1.0,1.0,33.6831832,-117.6664308
9025,other,1,2006,USA,5.0,125371133.0,1.0,2.0,42.360082500000004,-71.0588801
9029,web,1,2011,CAN,5.0,125371133.0,2.0,1.0,49.3199816,-123.0724139
9047,web,1,2008,other,5.0,125371133.0,1.0,5.0,59.3293235,18.068580800000003
9053,web,1,2012,other,5.0,125371133.0,2.0,4.0,37.566534999999995,126.9779692
9054,other,1,2010,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
9055,software,1,1997,other,5.0,125371133.0,1.0,2.0,51.1078852,17.0385376
9096,software,1,2011,USA,5.0,125371133.0,1.0,7.0,41.8239891,-71.4128343
9100,software,1,2011,other,5.0,125371133.0,1.0,1.0,50.853970000000004,3.287
9110,software,1,2011,other,5.0,125371133.0,1.0,2.0,37.566534999999995,126.9779692
9116,enterprise,1,2011,USA,5.0,125371133.0,1.0,2.0,37.368829999999996,-122.03634960000001
9118,mobile,1,2006,AUS,5.0,125371133.0,1.0,2.0,-33.83965,151.20541
9119,ecommerce,1,2009,USA,5.0,125371133.0,1.0,1.0,30.4113097,-88.8278057
9123,ecommerce,1,2005,other,5.0,125371133.0,1.0,1.0,29.431586100000004,106.912251
9128,ecommerce,1,2011,other,5.0,125371133.0,1.0,3.0,25.204849300000003,55.2707828
9129,advertising,1,2009,IND,5.0,125371133.0,1.0,6.0,11.016844500000001,76.9558321
9130,web,1,2005,USA,5.0,125371133.0,1.0,1.0,28.5383355,-81.3792365
9131,ecommerce,1,2005,other,5.0,125371133.0,1.0,6.0,3.0738379,101.5183469
9140,other,1,1994,USA,5.0,125371133.0,1.0,1.0,29.8832749,-97.9413941
9142,consulting,1,2006,USA,5.0,125371133.0,1.0,3.0,40.7127753,-74.0059728
9144,advertising,1,2009,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
9148,software,1,1997,USA,5.0,125371133.0,1.0,10.0,38.8338816,-104.82136340000001
9149,other,1,2005,GBR,5.0,125371133.0,1.0,2.0,51.702655,-0.70319
9150,software,1,2011,other,5.0,125371133.0,1.0,1.0,47.2692124,11.404102400000001
9158,software,1,2007,USA,5.0,125371133.0,1.0,3.0,30.267153000000004,-97.7430608
9161,web,1,2010,USA,5.0,125371133.0,1.0,2.0,33.2098407,-87.5691735
9167,public_relations,1,2008,USA,5.0,125371133.0,1.0,5.0,40.5852602,-105.084423
9171,education,1,1997,USA,5.0,125371133.0,1.0,3.0,33.4483771,-112.07403729999999
9186,ecommerce,1,2010,GBR,5.0,125371133.0,1.0,1.0,51.582361999999996,-0.5575
9195,games_video,1,2005,other,5.0,125371133.0,1.0,2.0,46.2043907,6.143157700000001
9196,ecommerce,1,2008,ISR,5.0,125371133.0,1.0,1.0,32.137793,34.840278000000005
9197,software,1,2011,USA,5.0,125371133.0,1.0,2.0,32.715738,-117.1610838
9198,education,1,2011,USA,5.0,125371133.0,1.0,1.0,40.440624799999995,-79.9958864
9203,games_video,1,2010,other,5.0,125371133.0,1.0,5.0,-6.917463900000001,107.61912279999999
9208,other,1,2005,USA,5.0,125371133.0,1.0,8.0,37.678074200000005,-97.23923590000001
9216,ecommerce,1,2011,USA,5.0,125371133.0,1.0,1.0,41.8781136,-87.62979820000001
9229,software,1,2010,DEU,5.0,125371133.0,1.0,2.0,50.937531,6.9602786
9242,ecommerce,4,1999,USA,5.0,125371133.0,5.0,41.0,37.4852152,-122.2363548
9245,software,1,2008,GBR,5.0,125371133.0,1.0,1.0,52.486243,-1.8904009999999998
9247,software,1,2011,USA,5.0,125371133.0,1.0,4.0,37.7749295,-122.4194155
9256,consulting,1,2010,IND,5.0,125371133.0,1.0,2.0,19.0759837,72.87765590000001
9261,software,1,2010,IRL,5.0,125371133.0,1.0,3.0,53.34980529999999,-6.2603097000000005
9263,consulting,1,2008,USA,5.0,125371133.0,1.0,1.0,44.071580700000005,-111.44828840000001
9264,consulting,1,2006,USA,5.0,125371133.0,1.0,4.0,32.715738,-117.1610838
9269,advertising,1,2006,GBR,5.0,125371133.0,1.0,2.0,54.471908,-1.18531
9279,public_relations,1,2007,ISR,5.0,125371133.0,1.0,2.0,32.0852999,34.7817676
9281,software,1,2011,other,5.0,125371133.0,1.0,1.0,48.208174299999996,16.3738189
9282,software,1,2011,USA,5.0,125371133.0,1.0,2.0,28.7040592,77.1024902
9284,ecommerce,1,2011,USA,5.0,125371133.0,1.0,2.0,33.7489954,-84.3879824
9287,web,1,2011,USA,5.0,125371133.0,1.0,2.0,41.600544799999994,-93.6091064
9289,software,1,2011,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728
9302,mobile,1,2007,USA,5.0,125371133.0,1.0,3.0,40.7127753,-74.0059728
9303,games_video,1,2010,USA,5.0,125371133.0,2.0,6.0,30.267153000000004,-97.7430608
9322,advertising,1,2010,other,5.0,125371133.0,1.0,1.0,52.2296756,21.012228699999998
9338,software,1,2004,other,5.0,125371133.0,1.0,1.0,53.904539799999995,27.5615244
9339,other,1,2010,other,5.0,125371133.0,1.0,3.0,49.1950602,16.6068371
9342,consulting,1,2011,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
9343,ecommerce,1,2010,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
9345,ecommerce,1,2009,other,5.0,125371133.0,1.0,3.0,31.945366600000003,35.9283716
9347,mobile,2,2009,CAN,5.0,125371133.0,1.0,5.0,43.653226000000004,-79.3831843
9349,web,1,2007,other,5.0,125371133.0,1.0,7.0,60.16985570000001,24.938379100000002
9357,other,1,2005,USA,5.0,125371133.0,1.0,1.0,42.069750899999995,-87.7878408
9367,software,2,2004,USA,5.0,125371133.0,1.0,5.0,41.8781136,-87.62979820000001
9369,enterprise,1,1994,USA,5.0,125371133.0,1.0,2.0,33.7489954,-84.3879824
9383,ecommerce,1,2002,GBR,5.0,125371133.0,1.0,1.0,54.978252000000005,-1.61778
9385,network_hosting,1,1985,FRA,5.0,125371133.0,2.0,2.0,48.856614,2.3522218999999995
9391,web,1,2011,USA,5.0,125371133.0,1.0,5.0,40.294185999999996,-74.7249281
9395,other,1,2007,other,5.0,125371133.0,1.0,1.0,35.6894875,139.69170640000002
9403,search,1,2001,USA,5.0,125371133.0,1.0,8.0,48.208174299999996,16.3738189
9411,software,1,2003,USA,5.0,125371133.0,1.0,3.0,42.2139873,-71.22449870000001
9434,other,1,2011,GBR,5.0,125371133.0,1.0,3.0,51.5073509,-0.12775830000000002
9435,web,1,2008,USA,5.0,125371133.0,1.0,1.0,33.3942655,-104.52302420000001
9439,software,1,2012,ESP,5.0,125371133.0,1.0,2.0,28.123545899999996,-15.436257399999999
9442,software,1,1978,USA,5.0,125371133.0,1.0,5.0,38.933867600000006,-77.17726040000001
9443,software,1,2009,USA,5.0,125371133.0,1.0,1.0,33.7489954,-84.3879824
9447,consulting,1,1981,USA,5.0,125371133.0,1.0,1.0,36.064610200000004,-75.70573459999999
9455,games_video,1,2000,CAN,5.0,125371133.0,1.0,2.0,49.282729100000005,-123.1207375
9461,mobile,1,2012,FRA,5.0,125371133.0,1.0,2.0,48.856614,2.3522218999999995
9463,hardware,1,2007,USA,5.0,125371133.0,1.0,2.0,39.9525839,-75.1652215
9464,ecommerce,1,2011,USA,5.0,125371133.0,1.0,11.0,40.760779299999996,-111.89104740000002
9467,web,1,2010,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
9471,web,1,2009,USA,5.0,125371133.0,1.0,8.0,37.7749295,-122.4194155
9474,hardware,1,2007,USA,5.0,125371133.0,1.0,2.0,43.0481221,-76.1474244
9482,other,1,2011,USA,5.0,125371133.0,1.0,4.0,45.523062200000005,-122.6764815
9499,other,1,2005,other,5.0,125371133.0,1.0,1.0,14.5794443,121.03591740000002
9504,software,1,2011,other,5.0,125371133.0,1.0,1.0,46.895931299999994,8.2456758
9514,web,1,2011,USA,5.0,125371133.0,2.0,1.0,40.7127753,-74.0059728
9518,ecommerce,1,2010,BRA,5.0,125371133.0,1.0,2.0,-23.0039758,-45.5580737
9520,other,1,2007,USA,5.0,125371133.0,1.0,8.0,33.7454725,-117.867653
9522,ecommerce,1,2000,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
9528,software,1,2000,USA,5.0,125371133.0,1.0,8.0,26.2517482,-80.17893509999999
9530,consulting,1,2012,USA,5.0,125371133.0,1.0,3.0,40.6781784,-73.94415790000001
9541,software,1,2011,CAN,5.0,125371133.0,1.0,2.0,45.42152960000001,-75.69719309999999
9548,education,1,2011,USA,5.0,125371133.0,1.0,2.0,37.7749295,-122.4194155
9550,advertising,1,2009,USA,5.0,125371133.0,1.0,1.0,37.831315999999994,-122.2852473
9561,hardware,1,2010,USA,5.0,125371133.0,1.0,5.0,34.028622600000006,-117.81033670000001
9563,games_video,1,1998,FRA,5.0,125371133.0,1.0,1.0,43.6163539,7.055221799999999
9564,games_video,1,1997,USA,5.0,125371133.0,1.0,1.0,19.113645,72.8697339
9566,games_video,1,2010,other,5.0,125371133.0,3.0,3.0,59.3293235,18.068580800000003
9571,web,1,2004,ESP,5.0,125371133.0,1.0,2.0,41.3850639,2.1734035
9574,consulting,1,2010,FRA,5.0,125371133.0,1.0,3.0,48.856614,2.3522218999999995
9575,web,3,2011,USA,5.0,125371133.0,1.0,10.0,40.7127753,-74.0059728
9577,web,1,2008,FRA,5.0,125371133.0,1.0,1.0,48.856614,2.3522218999999995
9579,web,1,2011,USA,5.0,125371133.0,1.0,2.0,34.1063989,-117.5931084
9589,web,1,2011,USA,5.0,125371133.0,2.0,1.0,41.8781136,-87.62979820000001
9601,ecommerce,1,2008,other,5.0,125371133.0,1.0,4.0,61.115271299999996,10.4662306
9605,software,1,2011,USA,5.0,125371133.0,2.0,5.0,47.6062095,-122.33207079999998
9610,advertising,1,2002,USA,5.0,125371133.0,1.0,1.0,29.7604267,-95.36980279999999
9618,software,1,2010,other,5.0,125371133.0,1.0,4.0,-34.633863299999994,-58.57056120000001
9623,public_relations,1,2009,other,5.0,125371133.0,1.0,1.0,10.323590800000002,76.951003
9624,software,1,2008,AUS,5.0,125371133.0,1.0,1.0,-31.950526899999996,115.8604572
9633,web,3,2007,USA,5.0,125371133.0,1.0,3.0,37.441883399999995,-122.14301950000001
9634,other,1,2008,IRL,5.0,125371133.0,1.0,2.0,53.34980529999999,-6.2603097000000005
9640,mobile,1,2011,GBR,5.0,125371133.0,1.0,1.0,50.7487635,-2.3444786
9642,web,1,2008,GBR,5.0,125371133.0,1.0,2.0,41.8730657,-72.1216163
9649,advertising,1,2006,GBR,5.0,125371133.0,1.0,5.0,51.5073509,-0.12775830000000002
9657,consulting,1,2003,BRA,5.0,125371133.0,1.0,2.0,-23.550519899999998,-46.6333094
9659,software,1,2009,USA,5.0,125371133.0,1.0,6.0,29.028318,-81.3031179
9663,mobile,2,2011,ESP,5.0,125371133.0,2.0,4.0,40.4167754,-3.7037902000000003
9664,consulting,1,2005,IRL,5.0,125371133.0,1.0,1.0,40.2309343,-75.5221245
9667,network_hosting,1,2010,other,5.0,125371133.0,2.0,2.0,49.64983,6.22619
9668,consulting,1,2007,USA,5.0,125371133.0,1.0,1.0,34.0521011,-118.47324640000002
9669,mobile,1,2011,other,5.0,125371133.0,2.0,2.0,50.294492299999995,18.671380199999998
9673,web,1,2008,FRA,5.0,125371133.0,1.0,1.0,48.856614,2.3522218999999995
9674,advertising,1,2010,USA,5.0,125371133.0,1.0,20.0,33.6845673,-117.82650490000002
9675,mobile,1,2002,USA,5.0,125371133.0,2.0,4.0,37.831315999999994,-122.2852473
9676,software,1,2011,CAN,5.0,125371133.0,1.0,1.0,43.653226000000004,-79.3831843
9681,ecommerce,1,2011,USA,5.0,125371133.0,1.0,2.0,37.7749295,-122.4194155
9688,advertising,1,2001,USA,4.0,36887695.0,1.0,4.0,32.715738,-117.1610838
9693,enterprise,1,2007,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
9701,enterprise,1,2011,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
9707,web,2,1993,USA,5.0,125371133.0,3.0,95.0,37.7749295,-122.4194155
9709,software,1,2011,GBR,5.0,125371133.0,1.0,3.0,51.481581,-3.17909
9714,web,1,2011,USA,5.0,125371133.0,1.0,2.0,37.540724600000004,-77.4360481
9727,ecommerce,1,2000,CAN,5.0,125371133.0,1.0,1.0,43.653226000000004,-79.3831843
9733,software,1,2003,USA,5.0,125371133.0,1.0,2.0,47.6101497,-122.2015159
9734,public_relations,1,1996,ESP,5.0,125371133.0,1.0,2.0,40.4167754,-3.7037902000000003
9744,web,1,2002,IRL,5.0,125371133.0,1.0,2.0,53.34980529999999,-6.2603097000000005
9754,mobile,1,2000,CAN,5.0,125371133.0,1.0,1.0,51.0486151,-114.07084590000001
9758,public_relations,1,2009,USA,5.0,125371133.0,1.0,3.0,33.8622366,-118.39951940000002
9764,mobile,1,1999,USA,5.0,125371133.0,1.0,1.0,35.99403289999999,-78.898619
9770,other,1,2004,USA,6.0,70810000.0,1.0,3.0,32.715738,-117.1610838
9774,software,2,2000,ESP,5.0,125371133.0,1.0,3.0,41.9794005,2.8214264
9794,consulting,2,2008,other,5.0,125371133.0,1.0,1.0,-33.9248685,18.424055300000003
9796,consulting,1,2002,other,5.0,125371133.0,1.0,3.0,46.228320399999994,6.070988
9797,web,1,2012,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
9800,other,1,2011,IND,5.0,125371133.0,1.0,1.0,28.459496500000004,77.02663829999999
9808,consulting,1,2004,USA,5.0,125371133.0,1.0,1.0,40.6781784,-73.94415790000001
9813,other,1,2011,other,5.0,125371133.0,2.0,2.0,42.6629138,21.165502800000002
9818,web,1,2008,other,5.0,125371133.0,1.0,2.0,50.0755381,14.4378005
9819,other,1,1987,ESP,5.0,125371133.0,1.0,6.0,40.4167754,-3.7037902000000003
9821,software,1,2007,USA,5.0,125371133.0,2.0,7.0,37.7749295,-122.4194155
9829,advertising,1,1999,IND,5.0,125371133.0,1.0,3.0,28.535516100000002,77.3910265
9835,web,1,2008,IND,5.0,125371133.0,1.0,1.0,19.0759837,72.87765590000001
